,Surah 1,Surah 2,Surah 3,Surah 4,Surah 5,Surah 6,Surah 7,Surah 8,Surah 9,Surah 10,Surah 11,Surah 12,Surah 13,Surah 14,Surah 15,Surah 16,Surah 17,Surah 18,Surah 19,Surah 20,Surah 21,Surah 22,Surah 23,Surah 24,Surah 25,Surah 26,Surah 27,Surah 28,Surah 29,Surah 30,Surah 31,Surah 32,Surah 33,Surah 34,Surah 35,Surah 36,Surah 37,Surah 38,Surah 39,Surah 40,Surah 41,Surah 42,Surah 43,Surah 44,Surah 45,Surah 46,Surah 47,Surah 48,Surah 49,Surah 50,Surah 51,Surah 52,Surah 53,Surah 54,Surah 55,Surah 56,Surah 57,Surah 58,Surah 59,Surah 60,Surah 61,Surah 62,Surah 63,Surah 64,Surah 65,Surah 66,Surah 67,Surah 68,Surah 69,Surah 70,Surah 71,Surah 72,Surah 73,Surah 74,Surah 75,Surah 76,Surah 77,Surah 78,Surah 79,Surah 80,Surah 81,Surah 82,Surah 83,Surah 84,Surah 85,Surah 86,Surah 87,Surah 88,Surah 89,Surah 90,Surah 91,Surah 92,Surah 93,Surah 94,Surah 95,Surah 96,Surah 97,Surah 98,Surah 99,Surah 100,Surah 101,Surah 102,Surah 103,Surah 104,Surah 105,Surah 106,Surah 107,Surah 108,Surah 109,Surah 110,Surah 111,Surah 112,Surah 113,Surah 114
Surah 11,0.00,0.72,0.64,0.25,0.55,1.60,1.91,0.38,0.59,1.73,100.00,0.56,0.50,0.65,0.70,1.14,0.26,0.42,0.21,0.36,0.42,0.44,1.43,0.18,0.32,1.02,0.65,0.77,1.48,0.51,0.56,0.87,0.28,0.92,0.58,0.38,0.22,0.26,1.35,0.89,1.28,1.40,0.36,0.22,0.62,1.48,0.36,0.12,0.17,0.22,0.35,0.00,0.17,0.00,0.00,0.04,0.56,0.29,0.34,0.17,0.28,0.14,0.09,0.46,0.22,0.14,0.57,0.04,0.00,0.00,0.51,0.05,0.09,0.09,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.10,0.34,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05
Surah 12,0.00,0.31,0.38,0.24,0.20,0.83,0.70,0.10,0.47,0.65,0.56,100.00,0.26,0.41,0.28,0.77,0.18,0.23,0.18,0.03,0.53,0.26,0.10,0.22,0.11,0.37,0.27,0.95,0.32,0.73,0.25,0.05,0.10,0.44,0.42,0.20,0.23,0.31,0.43,0.73,0.38,0.19,0.34,0.18,0.30,0.20,0.51,0.21,0.05,0.05,0.14,0.09,0.69,0.05,0.05,0.09,0.12,0.09,0.13,0.23,0.00,0.15,0.05,0.10,0.00,0.00,0.14,0.14,0.00,0.00,0.05,0.00,0.10,0.19,0.00,0.15,0.00,0.00,0.00,0.00,0.26,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 13,0.00,0.97,0.72,0.35,0.54,0.87,0.52,0.65,0.59,1.64,0.50,0.26,100.00,1.08,0.32,1.06,0.48,0.36,0.37,0.35,0.47,0.97,0.56,0.54,0.39,0.24,0.78,0.42,1.49,1.35,1.38,1.02,0.27,0.95,1.53,0.18,0.12,0.30,2.77,2.59,0.70,1.41,0.17,0.24,1.08,0.45,0.91,0.47,0.24,0.16,0.08,0.00,0.00,0.00,0.17,0.00,0.40,0.72,0.52,0.24,0.18,0.09,0.18,0.70,0.42,0.35,0.24,0.08,0.00,0.09,0.00,0.42,0.18,0.17,0.00,0.17,0.00,0.09,0.19,0.00,0.00,0.00,0.00,0.20,0.40,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 14,0.00,1.12,0.93,0.67,0.94,0.57,0.83,0.47,0.65,1.17,0.65,0.41,1.08,100.00,0.26,1.48,0.16,0.24,0.11,0.63,0.14,1.60,0.31,0.59,0.45,0.30,0.54,0.30,1.45,1.07,1.69,0.72,0.46,1.31,1.74,0.37,0.00,0.56,1.31,1.59,0.47,1.67,0.35,0.08,1.02,0.39,0.57,0.62,0.49,0.24,0.08,0.08,0.32,0.00,0.00,0.00,1.24,1.95,1.06,0.16,0.92,0.67,0.47,1.44,0.86,0.35,0.25,0.00,0.00,0.18,0.73,0.00,0.00,0.44,0.00,0.18,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.21,0.51,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.11,0.62,0.00,0.00,0.00,0.00,0.23,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 15,0.00,0.15,0.07,0.07,0.06,0.21,0.35,0.05,0.03,0.24,0.70,0.28,0.32,0.26,100.00,0.40,0.44,0.04,0.18,0.45,0.21,0.10,0.83,0.05,0.32,1.29,0.39,0.28,0.54,0.61,0.41,0.39,0.00,0.19,0.07,0.36,0.41,3.31,0.43,0.32,0.07,0.19,0.53,0.60,0.26,0.69,0.08,0.00,0.00,1.36,1.90,0.21,0.10,0.31,0.11,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.12,0.12,0.12,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00
Surah 16,0.00,1.52,1.39,0.78,1.33,2.12,0.95,0.45,0.90,1.76,1.14,0.77,1.06,1.48,0.40,100.00,0.32,0.37,0.11,0.37,1.05,1.28,0.72,1.07,0.58,0.43,1.13,0.84,2.38,2.24,1.50,0.80,0.35,0.83,1.47,0.62,0.07,0.08,2.09,1.31,0.52,1.10,0.48,0.09,1.76,0.44,0.71,0.37,0.54,0.09,0.09,0.18,0.72,0.00,0.14,0.04,0.45,0.68,0.56,0.18,0.58,0.59,0.29,0.81,0.32,0.33,0.55,0.60,0.00,0.05,0.19,0.05,0.10,0.19,0.00,0.09,0.10,0.00,0.05,0.00,0.00,0.00,0.00,0.05,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 17,0.00,0.26,0.16,0.44,0.02,0.98,0.34,0.10,0.07,0.57,0.26,0.18,0.48,0.16,0.44,0.32,100.00,1.35,0.31,0.27,0.14,0.07,0.53,0.10,1.40,0.29,0.54,0.42,0.54,0.96,0.46,0.35,0.28,0.44,0.45,0.21,0.08,0.13,0.89,0.21,0.50,0.36,0.12,0.31,0.33,0.40,0.00,0.05,0.00,0.15,0.10,0.10,0.20,0.00,0.05,0.00,0.18,0.05,0.10,0.00,0.00,0.00,0.00,0.11,0.05,0.05,0.10,0.10,0.05,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.06,0.06,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.00,0.00
Surah 18,0.00,0.41,0.28,0.34,0.14,0.84,0.65,0.07,0.17,0.95,0.42,0.23,0.36,0.24,0.04,0.37,1.35,100.00,0.43,0.33,0.42,0.59,0.26,0.10,0.16,0.18,0.14,0.49,0.65,0.45,0.23,0.50,0.27,0.32,0.74,0.21,0.20,0.17,0.42,0.46,0.78,0.52,0.12,0.20,0.28,0.22,0.09,0.32,0.05,0.05,0.00,0.00,0.15,0.00,0.00,0.00,0.14,0.05,0.10,0.05,0.27,0.00,0.00,0.16,0.21,0.05,0.05,0.00,0.00,0.00,0.05,0.16,0.05,0.16,0.00,0.32,0.00,0.17,0.00,0.00,0.12,0.00,0.00,0.12,0.23,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 19,0.00,0.17,0.66,0.35,0.27,0.19,0.18,0.18,0.03,0.28,0.21,0.18,0.37,0.11,0.18,0.11,0.31,0.43,100.00,0.21,0.60,0.40,0.00,0.09,0.64,0.43,0.14,0.45,0.35,0.28,0.33,0.30,0.13,0.48,0.28,0.95,0.33,0.47,0.32,0.50,0.17,0.27,0.94,0.38,0.48,0.74,0.13,0.13,0.00,0.44,0.23,0.00,0.07,0.00,0.16,0.15,0.06,0.00,0.07,0.07,0.08,0.00,0.00,0.08,0.16,0.00,0.08,0.00,0.00,0.00,0.17,0.24,0.00,0.08,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.19,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Surah 20,0.00,0.56,0.31,0.36,0.34,0.31,0.89,0.04,0.28,0.52,0.36,0.03,0.35,0.63,0.45,0.37,0.27,0.33,0.21,100.00,0.43,0.49,0.37,0.07,0.31,0.80,0.47,1.06,0.51,0.18,0.36,0.51,0.04,0.53,0.23,0.19,0.05,0.05,0.35,0.27,0.27,0.53,0.23,0.12,0.37,0.00,0.16,0.21,0.23,0.86,0.00,0.06,0.23,0.00,0.00,0.00,0.41,0.54,0.77,0.00,0.44,0.26,0.06,0.68,0.18,0.12,0.18,0.00,0.00,0.00,0.13,0.12,0.19,0.12,0.00,0.00,0.00,0.32,0.45,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.21,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 21,0.00,0.24,0.19,0.19,0.20,0.58,0.51,0.04,0.05,0.52,0.42,0.53,0.47,0.14,0.21,1.05,0.14,0.42,0.60,0.43,100.00,0.52,0.40,0.20,0.80,0.43,0.63,0.34,0.41,0.39,0.56,0.44,0.04,0.66,0.25,0.67,0.44,0.56,0.46,0.20,0.49,0.24,0.54,0.51,0.47,0.32,0.06,0.06,0.13,0.19,0.13,0.20,0.06,0.13,0.27,0.06,0.17,0.00,0.12,0.13,0.00,0.14,0.00,0.14,0.00,0.07,0.52,0.20,0.00,0.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 22,0.00,1.21,1.07,0.80,1.14,0.54,0.35,1.85,0.80,1.02,0.44,0.26,0.97,1.60,0.10,1.28,0.07,0.59,0.40,0.49,0.52,100.00,0.04,1.00,0.36,0.16,0.33,0.33,1.06,0.72,3.69,0.60,0.47,1.15,2.83,0.10,0.09,0.44,1.18,1.25,0.76,0.93,0.23,0.06,0.96,0.52,1.05,0.43,0.55,0.30,0.00,0.06,0.30,0.13,0.06,0.06,1.46,1.49,0.64,0.24,0.67,0.27,0.27,0.85,0.70,0.46,0.37,0.00,0.00,0.07,0.20,0.00,0.20,0.06,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.87,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 23,0.00,0.34,0.24,0.17,0.13,0.96,1.01,0.17,0.22,0.65,1.43,0.10,0.56,0.31,0.83,0.72,0.53,0.26,0.00,0.37,0.40,0.04,100.00,0.34,0.30,0.18,0.82,0.72,0.68,0.43,0.37,0.98,0.00,0.72,0.11,0.34,0.53,0.22,0.67,0.62,0.32,0.57,0.26,0.21,0.64,0.17,0.12,0.12,0.00,0.56,0.21,0.36,0.21,0.00,0.00,0.28,0.06,0.13,0.53,0.00,0.24,0.16,0.08,0.46,0.00,0.08,0.50,0.07,0.23,2.16,0.16,0.07,0.24,0.00,0.00,0.08,0.08,0.00,0.08,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Surah 24,0.00,1.21,1.85,1.09,1.35,0.52,0.23,1.09,1.16,0.65,0.18,0.22,0.54,0.59,0.05,1.07,0.10,0.10,0.09,0.07,0.20,1.00,0.34,100.00,0.13,0.08,0.16,0.18,0.95,0.89,0.74,0.17,0.65,0.36,0.84,0.05,0.05,0.14,0.63,0.31,0.23,0.90,0.09,0.06,0.60,0.30,0.37,1.00,1.31,0.06,0.06,0.06,0.06,0.00,0.19,0.12,1.10,1.22,0.84,0.65,0.39,0.33,0.39,0.82,0.31,0.25,0.18,0.00,0.06,0.13,0.00,0.00,0.39,0.06,0.00,0.13,0.00,0.00,0.13,0.07,0.00,0.00,0.00,0.00,0.21,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00
Surah 25,0.00,0.29,0.23,0.40,0.41,0.64,0.54,0.09,0.23,0.68,0.32,0.11,0.39,0.45,0.32,0.58,1.40,0.16,0.64,0.31,0.80,0.36,0.30,0.13,100.00,0.34,0.48,0.38,0.42,0.35,0.47,1.00,0.23,0.27,0.46,0.36,0.23,0.42,0.42,0.23,0.23,0.28,0.51,0.23,0.49,0.38,0.27,0.67,0.08,0.69,0.16,0.08,0.08,0.00,0.17,0.00,1.06,0.36,0.22,0.08,0.26,0.09,0.27,0.43,0.25,0.25,0.16,0.00,0.00,0.00,0.09,0.00,0.09,0.00,0.00,0.09,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.00,0.00
Surah 26,0.00,0.18,0.28,0.13,0.18,0.30,2.06,0.17,0.05,0.96,1.02,0.37,0.24,0.30,1.29,0.43,0.29,0.18,0.43,0.80,0.43,0.16,0.18,0.08,0.34,100.00,0.65,0.61,0.65,0.31,0.41,0.33,0.04,0.54,0.15,0.37,0.97,0.48,0.30,0.55,0.30,0.29,0.40,1.14,0.43,0.83,0.24,0.12,0.00,0.39,0.20,0.07,0.07,0.00,0.00,0.07,0.11,0.00,0.00,0.13,0.00,0.15,0.00,0.00,0.14,0.00,0.07,0.07,0.00,0.00,0.07,0.00,0.07,0.07,0.00,0.00,0.00,0.15,0.08,0.00,0.00,0.00,0.00,0.24,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00
Surah 27,0.25,0.35,0.59,0.15,0.28,0.89,1.36,0.33,0.22,1.93,0.65,0.27,0.78,0.54,0.39,1.13,0.54,0.14,0.14,0.47,0.63,0.33,0.82,0.16,0.48,0.65,100.00,1.65,1.73,2.05,1.52,0.58,0.16,1.12,0.45,0.63,0.55,0.26,1.53,0.59,0.35,0.34,0.60,0.53,0.72,1.10,0.12,0.06,0.13,0.26,0.33,0.27,0.26,0.00,0.14,0.13,0.23,0.00,0.31,0.07,0.14,0.15,0.00,0.49,0.00,0.14,0.47,0.00,0.14,0.07,0.14,0.00,0.15,0.00,0.00,0.00,0.00,0.15,0.07,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
